cluster,block_height,output_index,derived_p2pkh_address,amount_btc,script_type,source
E,17126,0,1K9AbmeR8mXrhJdpCEjWno5a3vG46fF4eq,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17128,0,1CMW3tzZmQVJBdDciR2cvfyqqbLhWxPtCs,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17129,0,1Jpvx2HDNmNjnCGeVDJfP4Jj4MssyzUGFd,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17131,0,1EBTYTak1zMGwvkfXXp3QgBUsyEU7N4kSF,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17132,0,13HkUzSkJCxo3eX3dBN1L8f2BnSsTz6E7C,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17136,0,1MdRvXxbyVhf9fbDTbx2PDhfhXQW4kprKG,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17141,0,13ovdgsoRrsRdwAUUiYrHDQgRNVGjG3DK2,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17142,0,1BwrxxetFmz6rfva7f8FNChqasV3dMYAYb,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17144,0,1D8rfs8bt1QDsMQxqKaQioGHaYyVFVdUk3,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17145,0,16CThfj2YKCU79Mjgxc26BF1T3UcDYgQd9,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17158,0,1GSoFsAjDLhXd3j4VSHHAW9adCef5N1QUZ,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17159,0,1PLkoFyqpxRvpu2WzUneAqnoUxRnSwXLY9,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17160,0,1EnJjjuuNdfijCgFxTkdXxLBzzmxF5kvKF,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17161,0,13jJAz27ccTR2XFgaFoGZtnLWpCXgiJ4QV,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17163,0,19jF7gv9cLp8mERxZ8FzCfUSUiVkaHMdSi,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
